"[,1]",
ME,0
MAE,6.01
MSE,737.91
RMSE,27.16
NRMSE,75.80%
PBIAS,0.00%
RSR,0.76
rSD,0.49
NSE,0.42
mNSE,0.37
rNSE,0.5
d,0.7
md,0.67
rd,0.74
cp,0.69
r,0.68
R2,0.46
bR2,0.16
KGE,0.4
VE,0.11
