Actual Train,Predicted Train
0.7,1.73039545
0.6,1.113765091
0.7,1.224098413
2,1.627005557
0.7,1.255044654
0.3,1.053482337
0.6,1.266902193
0.9,1.176422615
3,3.034136686
0.7,1.053482337
2.3,1.113765091
224.3,193.6947194
3.2,12.3834055
0.5,1.166395486
0.9,3.279148667
0.8,4.49277646
0.9,0.174536682
2.7,4.042048506
2.9,1.053482337
1.1,1.18491481
3,3.609129577
2.2,2.304689117
1.3,3.886260554
1.8,1.530489135
8.3,6.827394572
14.4,21.41430855
31.4,12.48878498
1.6,1.640057138
0.3,1.113765091
0.7,1.530489135
1,6.999024237
0.8,1.176422615
0.4,-1.543235171
1.3,1.731241896
0.4,1.166395486
1.3,1.640057138
1.8,1.166395486
5.6,5.163281224
0.5,1.166395486
0.4,1.053482337
1.3,1.255044654
0.4,1.178253024
1,1.77319923
0.7,1.053482337
0.6,1.691211847
6.3,11.59184117
4,2.685349045
0.4,1.135449245
0.6,1.266902193
4.9,11.33434622
0.8,1.470206381
1,1.77319923
0.8,1.640057138
2.7,6.967537028
0.3,1.166395486
0.6,1.133760101
1.7,1.77319923
0.9,1.309564706
46.1,40.5876653
1,1.530489135
14.6,3.05463028
1.2,1.640057138
0.3,1.053482337
1.4,30.93986024
1,1.691211847
0.8,1.053482337
0.7,1.590139189
0.5,1.178253024
2.3,12.22418332
5.8,1.166395486
1.7,1.77319923
0.7,1.053482337
0.7,1.401645403
0.6,1.053482337
102.8,66.63124711
0.5,1.053482337
0.7,1.691211847
0.5,1.053482337
2.4,3.050116251
2.5,1.640057138
1.4,3.243286437
7.5,4.82629898
0.6,1.18491481
0.2,0.703646858
0.4,1.178253024
0.4,1.166395486
0.3,1.113765091
4,4.49277646
0.9,1.744293478
0.1,0.785613766
0.4,4.49277646
1.5,1.585562757
1.1,1.640057138
1.4,-4.397398517
28.4,10.94372101
2.1,2.683032121
13.5,7.103018741
0.9,1.590139189
0.2,0.763929611
0.6,3.502331237
0.2,0.703646858
0.8,1.266902193
0.8,1.309564706
0.9,1.73039545
1.8,2.053995606
10.6,1.627005557
0.8,1.053482337
1.7,22.40909026
1.7,1.77319923
0.1,0.695275453
0.8,1.254443451
0.5,1.113765091
0.4,1.053482337
2,35.59102736
2,11.20780932
4.4,2.999029324
19.6,1.640057138
780.9,232.1943656
1.2,3.050116251
0.3,1.166395486
0.3,1.113765091
0.7,1.133760101
5.4,17.13264154
6.6,6.869423607
1,1.590139189
11.3,4.720389476
0.8,1.176422615
0.8,7.154689285
0.2,0.816560007
11.5,3.65691956
0.4,1.053482337
0.5,1.266902193
3.5,24.5760763
1.4,1.627005557
1.7,-3.767784938
0.3,0.816560007
1.2,1.627005557
0.4,1.113765091
1,1.640057138
0.2,0.816560007
1,1.627005557
0.5,1.178253024
0.6,1.053482337
0.6,1.266760927
2.9,2.578037768
10.4,1.77319923
0.7,1.530489135
0.7,1.401645403
0.8,1.309564706
1,1.113765091
0.9,1.73039545
0.6,1.113765091
0.3,1.255044654
15.6,4.72747826
33.3,42.71650013
0.6,1.113765091
2.6,39.76677659
0.8,1.77319923
91.4,1.745325692
0.7,1.113765091
0.8,1.691211847
1.3,1.77319923
1.2,1.691211847
1.3,1.590139189
0.8,1.530489135
1.3,1.73039545
0.8,1.113765091
0.8,1.691211847
1.8,24.0815113
2.4,9.682379437
11.2,2.747238411
1.4,1.73039545
0.6,1.401645403
0.8,1.309564706
2.9,2.685801577
3.9,4.438770085
1,1.77319923
3.3,20.68566391
1.9,1.590139189
0.7,1.77319923
0.2,1.166395486
1.4,14.03137315
1.4,1.640057138
1,1.530489135
0.4,1.178253024
1.6,1.627005557
0.8,1.77319923
0.6,1.18491481
0.1,0.703646858
82,80.24684052
0.3,1.178253024
0.8,1.133760101
3.3,3.718811851
1.5,-0.227545286
2.8,2.696406066
0.2,0.703646858
0.9,1.640057138
4.6,17.95492029
13.7,45.1602422
7.7,8.487046203
578.9,128.1503185
1.1,1.795448186
0.8,1.77319923
0.6,1.224098413
1.6,3.627368482
0.2,0.077097817
0.2,0.077097817
0.8,1.77319923
1,1.640057138
1.5,4.49277646
2.1,-1.433447106
4.1,-0.212431174
1.4,1.691211847
6.3,8.938103256
0.9,1.309564706
