"[,1]",
ME,-4.38
MAE,5.11
MSE,1217.63
RMSE,34.89
NRMSE,97.40%
PBIAS,-64.90%
RSR,0.97
rSD,0.11
NSE,0.05
mNSE,0.47
rNSE,0.98
d,0.16
md,0.66
rd,0.99
cp,0.5
r,0.36
R2,0.13
bR2,0.01
KGE,-0.28
VE,0.24
