Actual Data,Predicted Data
5.4,9.567760848
6.6,3.566899143
1,0.926305578
11.3,13.76357664
0.8,0.795266106
0.8,1.057944948
0.2,0.406027403
11.5,1.589939306
0.4,0.599893067
0.5,0.664854588
3.5,6.097107509
1.4,1.190156125
1.7,1.589939306
0.3,0.406027403
1.2,1.057944948
0.4,0.535099034
1,1.057944948
0.2,0.406027403
1,0.926305578
0.5,0.599893067
0.6,0.599893067
0.6,0.795266106
2.9,1.993856318
10.4,1.190156125
0.7,0.860709101
0.7,0.664854588
0.8,0.795266106
1,0.729980101
0.9,0.926305578
0.6,0.664854588
0.3,0.664854588
15.6,2.74259364
33.3,16.79519894
0.6,0.795266106
2.6,2.879583841
0.8,0.860709101
91.4,0.599893067
0.7,0.664854588
0.8,0.860709101
1.3,1.190156125
1.2,1.057944948
1.3,1.123980817
0.8,0.860709101
1.3,1.057944948
0.8,0.729980101
0.8,1.322910997
1.8,4.530839077
2.4,4.874066709
11.2,1.656992238
1.4,1.190156125
0.6,0.795266106
0.8,0.795266106
2.9,2.879583841
3.9,1.993856318
1,1.322910997
3.3,5.011047539
1.9,0.860709101
0.7,0.926305578
0.2,0.470475983
1.4,6.231283403
1.4,1.190156125
1,0.992052031
0.4,0.535099034
1.6,1.322910997
0.8,0.992052031
0.6,0.729980101
0.1,0.406027403
82,19.44073632
0.3,0.470475983
0.8,0.729980101
3.3,2.879583841
1.5,1.5230012
2.8,2.129282833
0.2,0.406027403
0.9,0.860709101
4.6,1.456181435
13.7,16.49273974
7.7,1.92628195
578.9,21.74506355
1.1,1.5230012
0.8,1.057944948
0.6,0.729980101
1.6,1.92628195
0.2,0.406027403
0.2,0.406027403
0.8,0.860709101
1,0.992052031
1.5,0.992052031
2.1,2.061524447
4.1,2.605825212
1.4,0.992052031
6.3,1.589939306
0.9,0.795266106
0.6,0.860709101
1.2,1.190156125
6.7,6.895291539
1.2,1.256467357
6.1,4.668247275
2.5,1.791428523
48,1.057944948
0.2,0.406027403
1.1,0.795266106
0.6,0.860709101
232.9,6.763479057
0.7,0.729980101
3.7,3.980200978
3,2.265056384
1.1,2.197127978
0.4,0.599893067
0.2,0.406027403
0.6,0.729980101
0.6,0.664854588
1.8,1.5230012
1.3,1.123980817
0.3,0.470475983
1,0.926305578
4,2.879583841
1,0.926305578
0.1,0.341756778
0.7,0.599893067
0.6,0.664854588
1.2,1.057944948
2.9,2.129282833
1.2,1.322910997
0.7,0.729980101
20.5,24.73311186
1.2,1.190156125
1.1,1.389483529
1.3,1.123980817
0.5,0.599893067
1.4,1.858804849
0.2,0.406027403
1.5,0.599893067
0.3,0.470475983
11.8,10.78342717
0.8,0.926305578
1,0.926305578
0.9,0.926305578
10.6,16.50157887
0.5,0.664854588
1.6,1.456181435
1.1,1.057944948
0.3,0.535099034
1,0.729980101
0.6,0.664854588
0.8,0.795266106
0.9,0.992052031
30.6,24.78603933
141.4,4.942582431
0.2,0.406027403
4.2,3.291609574
4.5,3.911311824
5.9,6.298212031
1.3,1.057944948
0.6,0.729980101
0.6,1.190156125
0.9,0.926305578
0.9,0.860709101
1.1,0.992052031
55.6,22.96496348
0.5,0.664854588
1.2,0.992052031
6.4,12.24040419
1.2,1.190156125
0.5,0.599893067
6.4,16.1207609
5.4,1.256467357
0.4,0.860709101
30.9,1.656992238
0.5,0.599893067
0.6,0.535099034
1,0.926305578
2,1.993856318
15.6,8.367494234
0.6,0.664854588
0.6,0.729980101
1.9,1.791428523
0.4,0.535099034
0.5,0.664854588
0.6,0.599893067
0.9,0.729980101
1.5,1.322910997
3.5,3.635766149
0.6,0.795266106
1.7,1.256467357
0.7,0.729980101
20.5,0.664854588
0.4,0.599893067
0.7,1.057944948
1.1,0.795266106
1.9,0.860709101
1.1,1.123980817
1.1,1.057944948
5.8,8.367494234
1.3,1.057944948
0.9,1.256467357
0.4,0.599893067
1,0.860709101
1.9,1.589939306
3,0.729980101
349.9,16.7747374
3,2.40114901
0.5,0.599893067
0.7,0.795266106
8.3,7.287422638
12.2,1.858804849
1.1,1.123980817
0.8,1.256467357
3.6,3.291609574
0.7,0.795266106
1.5,0.992052031
1.1,1.057944948
1,1.190156125
1.7,1.456181435
1.3,1.656992238
0.1,0.341756778
0.6,0.664854588
0.8,1.256467357
0.6,0.664854588
0.6,0.664854588
1,0.926305578
7.5,16.51897639
0.9,0.926305578
0.4,0.535099034
0.4,0.535099034
1.1,0.860709101
1.3,1.190156125
45.4,1.190156125
0.8,0.860709101
8.6,7.352268752
0.1,0.406027403
11.9,18.16163645
1.9,3.291609574
1.6,1.993856318
1.6,0.992052031
1.5,1.256467357
0.3,0.470475983
1.8,1.656992238
0.7,0.860709101
15.2,1.92628195
98.4,16.48726223
343.1,16.67251903
1,0.795266106
1.7,1.057944948
10.9,13.3768068
1.8,1.589939306
1.1,0.926305578
1.5,2.061524447
0.5,0.535099034
0.6,0.729980101
2.6,2.40114901
0.5,0.470475983
1.1,1.123980817
7,10.46362409
0.6,1.389483529
8,3.911311824
0.6,0.664854588
0.7,0.729980101
13.2,8.117866976
1.4,1.190156125
1,0.535099034
0.3,0.535099034
0.8,0.795266106
28.8,7.545884437
21.8,13.96056312
3.2,2.674179975
0.4,0.535099034
1.3,1.256467357
5.9,1.389483529
1.4,1.322910997
0.3,0.470475983
15.8,3.635766149
3.3,2.333064557
0.8,0.860709101
2.4,2.061524447
3.5,10.30034357
0.9,0.729980101
27.4,0.535099034
0.4,0.535099034
4.5,22.72800113
3.9,3.360398441
4.7,17.22192629
0.4,0.535099034
2.5,2.197127978
0.7,0.729980101
0.6,0.729980101
0.4,0.599893067
0.7,0.729980101
1.7,1.322910997
2.1,1.589939306
0.5,0.599893067
0.3,0.406027403
17.3,17.45845289
1.9,1.589939306
1.1,1.057944948
0.6,0.599893067
0.7,1.322910997
0.6,0.599893067
1.2,1.92628195
0.8,1.322910997
4.1,14.05540177
0.9,0.860709101
0.7,0.664854588
58.3,17.43990161
0.2,0.406027403
0.7,0.729980101
0.8,0.860709101
0.9,0.729980101
1.5,0.795266106
1.5,1.190156125
84.3,25.82848366
2.9,4.530839077
0.7,0.729980101
2.2,2.197127978
1.7,1.724156482
7,0.664854588
1.3,1.456181435
1.4,0.795266106
0.5,0.664854588
0.6,0.664854588
53.3,22.56283352
1.8,1.993856318
1,0.664854588
160.9,2.811062747
3.1,3.635766149
1.4,1.256467357
0.5,0.795266106
2,3.291609574
0.5,0.664854588
1.2,0.992052031
4.1,2.948153477
3.5,3.429211915
0.3,0.470475983
0.3,0.535099034
0.6,0.664854588
5.6,1.858804849
8.9,2.674179975
5.4,5.284339685
3.1,1.858804849
0.3,0.535099034
1.1,1.057944948
4.7,5.011047539
1.5,1.322910997
0.7,0.795266106
3.2,4.117959364
0.9,0.860709101
18.3,16.8762382
0.3,0.470475983
0.5,0.535099034
18.8,6.763479057
4,7.287422638
14.3,17.63488168
0.6,0.599893067
1.1,1.256467357
1.4,1.322910997
0.9,0.795266106
0.7,1.190156125
7.5,0.341756778
1.7,1.389483529
0.3,0.535099034
2.1,4.736895976
0.8,1.656992238
34.6,4.049084591
0.8,0.860709101
0.9,0.535099034
1.2,1.123980817
1.8,1.123980817
12.4,10.24542436
1.9,1.724156482
0.9,0.992052031
2.3,1.993856318
0.4,0.535099034
1.4,1.456181435
1.2,1.057944948
1.9,2.265056384
1.2,0.860709101
0.3,0.535099034
5.9,7.091996394
3.2,3.360398441
2.4,2.40114901
1.8,0.795266106
0.4,0.535099034
6,5.556575186
0.3,0.470475983
0.6,0.664854588
0.2,0.406027403
0.2,0.406027403
0.7,0.729980101
1.4,1.322910997
1.8,3.016768212
15.5,3.635766149
0.2,0.406027403
0.5,0.599893067
1.6,1.190156125
1,1.057944948
1.2,1.057944948
11.1,13.30288843
1.1,1.057944948
14.1,10.78342717
1.3,1.190156125
1,0.860709101
3.3,2.674179975
0.8,0.795266106
4.1,3.291609574
26,13.2655121
1.6,1.190156125
1.2,0.664854588
0.2,0.406027403
4.6,6.164247622
3.4,5.692236146
0.4,0.470475983
30.1,25.91467664
1.5,1.256467357
1.2,1.456181435
0.3,0.470475983
5.9,12.45937278
1.1,1.057944948
1.6,0.729980101
0.7,0.664854588
1.1,1.389483529
1.5,1.5230012
1,1.123980817
1.8,1.190156125
0.3,0.599893067
0.6,0.664854588
13.1,18.85883742
8.3,3.085424612
0.5,0.470475983
2.4,2.129282833
0.7,0.860709101
1.4,1.190156125
2.3,1.589939306
1.1,0.992052031
38.1,4.049084591
5.6,0.926305578
0.8,0.599893067
38.1,3.635766149
3,1.858804849
52.8,3.360398441
0.7,0.729980101
4.5,2.129282833
20.2,20.30054151
5.6,12.06024103
4.9,4.186822009
3.7,2.74259364
1.9,5.284339685
2.5,1.993856318
1.5,0.926305578
1.7,1.389483529
0.5,0.664854588
4.2,3.222848709
2.7,1.5230012
1.7,1.057944948
0.2,0.470475983
1.5,1.190156125
10.6,9.216545217
4.5,6.697377927
1.2,1.123980817
0.9,0.926305578
0.3,0.406027403
3.2,1.993856318
1.2,1.057944948
1.6,1.456181435
1,0.992052031
0.9,0.860709101
0.9,0.860709101
3.8,2.265056384
6.2,4.324497825
2.7,3.085424612
0.7,0.795266106
2.1,1.656992238
1.3,1.190156125
0.5,0.664854588
0.2,0.406027403
0.8,1.057944948
1,0.992052031
1.4,1.256467357
0.1,0.406027403
0.5,0.470475983
12.1,2.40114901
0.4,0.535099034
0.5,0.535099034
0.7,0.795266106
0.7,0.860709101
0.7,0.795266106
0.2,0.470475983
0.2,0.341756778
4,3.842420439
1.1,1.123980817
1.6,2.333064557
0.8,0.992052031
0.6,0.795266106
1.4,2.129282833
10.1,2.197127978
0.3,0.406027403
0.8,0.860709101
3.9,1.322910997
4.2,0.729980101
1.5,1.322910997
1.3,1.656992238
2.3,1.791428523
0.7,0.664854588
0.7,0.729980101
1.4,1.322910997
0.2,0.406027403
0.3,0.470475983
0.8,0.795266106
28.9,11.34564535
0.3,0.470475983
0.5,0.599893067
0.6,0.795266106
2,2.197127978
0.7,1.589939306
1.1,0.729980101
1.2,0.926305578
3.9,3.429211915
0.4,0.599893067
3.4,2.674179975
0.2,0.406027403
0.7,0.860709101
0.2,0.470475983
2.7,2.811062747
0.5,1.123980817
0.7,0.795266106
3.1,0.926305578
1.1,1.256467357
0.4,0.599893067
1.4,1.389483529
0.5,0.599893067
3.7,2.674179975
0.6,0.535099034
0.6,0.664854588
1.9,1.456181435
1.4,1.190156125
1.1,1.057944948
2.3,1.858804849
2.4,1.057944948
4.5,5.759941987
2.8,2.537532815
4.4,4.186822009
0.8,0.599893067
0.8,1.656992238
1.2,0.664854588
3.7,10.13485519
2.4,2.129282833
1.1,1.456181435
0.5,0.535099034
12.4,16.56106042
2.1,1.791428523
2.5,2.061524447
0.9,0.860709101
1.7,1.057944948
0.7,0.729980101
1.2,1.057944948
1.3,1.123980817
0.5,0.599893067
0.3,0.535099034
3.5,3.291609574
1,1.057944948
3.5,3.429211915
0.2,0.470475983
3.2,3.016768212
1.3,1.389483529
1.7,1.656992238
1.4,0.729980101
0.8,0.599893067
0.2,0.406027403
0.3,0.535099034
0.8,0.729980101
0.1,0.341756778
2.3,1.456181435
1.4,1.456181435
1.7,1.589939306
0.8,0.795266106
2.4,6.164247622
0.6,0.664854588
1.7,1.456181435
0.7,0.795266106
0.6,0.729980101
1.5,0.926305578
0.9,1.057944948
0.4,0.535099034
16.3,2.674179975
3.2,3.498046609
0.4,0.599893067
0.7,0.795266106
1.2,0.729980101
0.2,0.406027403
1.5,0.926305578
0.7,0.795266106
2.9,1.656992238
5.1,4.255669251
0.7,0.664854588
1.2,1.5230012
2.4,0.599893067
0.7,0.795266106
1,0.795266106
5.7,18.51152755
1.1,1.123980817
0.5,0.664854588
0.5,0.599893067
1.4,1.791428523
4.5,3.842420439
1.8,1.791428523
0.5,0.729980101
1.3,1.123980817
1.9,1.858804849
1,0.992052031
0.8,0.535099034
0.2,0.406027403
0.8,0.795266106
0.9,0.992052031
0.7,0.729980101
1,1.5230012
0.7,1.256467357
2.1,1.791428523
2,1.92628195
0.6,0.664854588
1.2,1.256467357
0.5,0.535099034
0.8,0.860709101
0.7,0.795266106
5.9,3.635766149
1,1.256467357
0.7,0.795266106
1,0.599893067
1.8,1.656992238
1,0.992052031
1.5,1.123980817
0.8,0.926305578
2,1.256467357
4.1,6.498327058
1.4,1.456181435
0.5,0.599893067
0.9,0.926305578
5.2,7.991963333
0.9,0.926305578
0.5,0.599893067
1.2,1.589939306
1,0.926305578
0.3,0.535099034
0.9,0.992052031
5.3,8.429434249
4.1,6.029865903
1.5,1.791428523
2.4,1.858804849
3,2.40114901
0.5,1.057944948
0.7,0.729980101
0.6,0.729980101
157,5.420601689
1.2,1.123980817
2.7,0.860709101
1.2,2.061524447
16.6,12.54501288
10.1,9.854233932
5,1.190156125
0.6,0.664854588
0.5,0.992052031
0.4,0.664854588
1.4,0.535099034
0.7,0.729980101
0.3,0.470475983
2.5,1.589939306
1.5,0.535099034
21.7,12.87640942
0.3,0.406027403
0.4,0.470475983
2.5,3.154119251
14.1,12.91657657
0.7,0.795266106
0.9,0.926305578
4.8,2.74259364
0.1,0.341756778
0.6,0.860709101
6.7,3.498046609
9.5,1.389483529
1.7,1.791428523
1.2,1.057944948
1.2,0.992052031
4.2,4.942582431
1,0.664854588
2.4,1.389483529
9.2,1.190156125
0.2,0.406027403
1.7,2.605825212
1.2,1.791428523
2.2,1.858804849
1.5,0.795266106
0.2,0.406027403
0.4,0.599893067
0.8,0.795266106
4.8,9.567760848
1.1,0.926305578
34.1,6.029865903
0.8,0.926305578
0.9,0.992052031
1,1.057944948
0.9,0.795266106
0.5,0.599893067
1.2,0.992052031
0.4,0.406027403
0.8,0.860709101
0.7,0.729980101
0.5,0.729980101
1,1.724156482
0.6,0.664854588
0.4,0.599893067
0.9,0.926305578
4.2,4.942582431
1.1,1.057944948
0.8,0.729980101
0.5,0.664854588
9.1,4.049084591
1.6,1.322910997
0.3,0.535099034
0.5,0.535099034
0.8,0.795266106
0.8,0.729980101
0.4,0.535099034
2.2,2.333064557
1.7,2.605825212
0.7,0.535099034
0.2,0.470475983
3.3,1.322910997
8.7,4.462085972
0.4,0.535099034
0.6,0.729980101
3.6,4.324497825
1.5,1.256467357
0.8,0.795266106
0.9,0.860709101
0.7,0.926305578
2.2,1.791428523
145.4,4.049084591
0.8,0.860709101
2,1.858804849
12.4,12.67138135
1.4,1.322910997
0.6,0.664854588
0.7,0.795266106
0.3,0.535099034
18.2,15.47647998
1.4,2.811062747
2.1,1.656992238
5.2,1.724156482
235.2,2.811062747
0.5,0.664854588
1,1.724156482
0.6,0.795266106
1.5,1.322910997
4.5,15.91639924
0.6,0.664854588
1.3,1.057944948
18.7,16.41779057
0.5,0.795266106
6.7,1.589939306
1.7,1.456181435
1,0.795266106
19.8,23.01728766
0.3,0.599893067
0.5,0.795266106
0.5,0.599893067
0.5,0.664854588
1.2,0.926305578
0.8,0.729980101
0.3,0.406027403
0.4,0.599893067
0.7,0.795266106
0.7,0.664854588
0.4,0.599893067
0.6,0.729980101
0.8,0.729980101
0.4,0.599893067
0.2,0.406027403
0.4,0.599893067
1.2,1.057944948
2.3,2.333064557
2.3,1.791428523
0.1,0.341756778
2.3,1.858804849
0.6,0.664854588
2,0.664854588
1.7,1.322910997
0.8,0.664854588
1.4,1.190156125
2.1,2.811062747
1,0.729980101
0.5,0.599893067
4.4,4.599560578
0.5,0.599893067
0.4,0.470475983
25.3,1.858804849
0.3,0.470475983
5.1,7.674168338
0.7,0.729980101
0.3,0.470475983
3.6,6.365030702
0.5,0.599893067
0.6,0.729980101
0.6,0.664854588
0.5,0.664854588
1.4,1.256467357
28.2,22.8982313
23.8,0.664854588
3.5,0.795266106
0.9,1.123980817
0.3,0.470475983
0.9,0.860709101
0.5,0.664854588
1,0.926305578
24.4,23.48528245
0.4,0.599893067
0.7,0.729980101
1.6,1.322910997
3.8,3.635766149
0.6,0.664854588
0.4,0.599893067
0.8,0.729980101
1.5,1.123980817
1.6,0.535099034
1.5,1.389483529
0.3,0.535099034
0.7,0.729980101
0.6,0.664854588
0.6,0.729980101
1.3,1.057944948
3.2,0.795266106
1.7,1.456181435
3,2.333064557
12.2,14.2965513
2.1,1.791428523
1.6,1.389483529
1.1,0.992052031
1.6,1.389483529
0.5,0.664854588
1.3,1.190156125
0.2,0.406027403
0.4,0.795266106
6.2,7.416962727
8.4,17.36183981
14.3,1.656992238
0.9,1.5230012
5.3,1.791428523
2.7,3.566899143
0.7,0.860709101
1.6,1.589939306
4,3.498046609
0.5,0.599893067
0.7,0.795266106
0.7,0.729980101
0.6,0.470475983
2.6,0.992052031
0.1,0.341756778
2.1,0.860709101
1.4,1.456181435
25.4,2.674179975
51.7,4.393304479
3.8,2.948153477
0.6,0.664854588
1.2,1.190156125
0.4,0.470475983
3.1,0.926305578
0.4,0.535099034
1,1.057944948
0.7,1.057944948
8.6,6.431736633
0.9,0.926305578
2.5,4.599560578
0.4,0.535099034
0.4,0.664854588
1.2,0.860709101
0.4,0.599893067
0.4,0.599893067
1,1.057944948
25.1,1.858804849
0.6,0.535099034
0.8,0.535099034
0.4,0.535099034
1.8,1.5230012
0.2,0.406027403
0.4,0.599893067
9.2,9.216545217
0.3,0.470475983
1.6,1.5230012
2.8,2.879583841
0.9,0.535099034
1,0.926305578
9.2,9.45157639
1.1,1.656992238
0.9,0.926305578
0.9,0.860709101
0.3,0.470475983
0.7,0.729980101
3.1,0.860709101
2.6,1.190156125
0.5,0.599893067
1.2,0.926305578
8.9,5.556575186
0.9,0.992052031
2.9,0.729980101
4.2,1.123980817
3.7,4.599560578
0.5,0.406027403
0.5,0.664854588
0.2,0.341756778
3.9,3.635766149
1.5,1.256467357
66.6,1.791428523
0.8,0.860709101
1.2,1.123980817
0.8,0.729980101
1.3,1.123980817
0.5,0.599893067
1.1,0.992052031
0.8,1.057944948
0.4,0.599893067
0.5,0.729980101
1.6,1.389483529
0.8,0.795266106
0.9,0.926305578
1.5,1.322910997
15.3,15.81128719
0.3,0.470475983
0.1,0.341756778
2,1.656992238
174.6,8.243049762
1.3,1.256467357
100.2,16.88014327
1.7,1.322910997
2,1.656992238
0.6,0.664854588
0.8,0.926305578
1.6,1.256467357
3.3,2.40114901
2.3,1.858804849
0.4,0.406027403
1.2,1.123980817
0.7,0.795266106
0.9,0.926305578
0.8,0.795266106
0.5,0.599893067
0.9,0.795266106
0.2,0.406027403
1.5,1.322910997
0.7,0.926305578
1.1,5.011047539
2.1,1.322910997
1.6,2.948153477
6.3,1.256467357
6.3,2.40114901
0.4,0.599893067
0.8,0.406027403
4.9,0.860709101
1.3,1.123980817
9.9,13.3768068
0.1,0.341756778
37.7,0.664854588
0.2,0.599893067
0.5,0.599893067
0.2,0.406027403
1.4,1.993856318
2,3.635766149
4.7,7.610107314
32.7,11.8756701
0.4,0.535099034
2.4,4.530839077
1.8,3.016768212
1,0.992052031
76.7,12.01451043
0.6,0.599893067
16.3,16.39990378
0.4,0.860709101
0.2,0.406027403
0.2,0.470475983
0.8,0.860709101
0.6,0.664854588
0.4,0.535099034
0.6,0.729980101
1,1.389483529
2.2,1.858804849
2.5,2.674179975
11.5,1.92628195
0.2,0.406027403
0.4,0.535099034
20,15.47647998
1.3,1.190156125
102,1.190156125
1,0.926305578
0.4,0.535099034
0.6,0.729980101
5,5.011047539
0.2,0.406027403
2.9,2.74259364
1.1,1.057944948
2.4,1.322910997
3.5,3.154119251
0.8,0.729980101
0.3,0.341756778
1.4,1.057944948
0.9,1.057944948
5.7,11.82884211
1.8,7.991963333
1.5,1.256467357
0.3,0.470475983
6.8,12.15087526
0.3,0.535099034
1.3,0.860709101
0.9,0.926305578
0.7,0.795266106
0.5,0.599893067
1.1,0.992052031
0.4,0.470475983
3.7,0.795266106
15.9,13.55674902
0.2,0.406027403
1.8,1.791428523
1,0.926305578
28.9,16.53712732
0.2,0.406027403
2,1.656992238
0.2,0.535099034
1.4,1.256467357
0.6,0.599893067
4.7,3.911311824
2.6,2.879583841
0.8,0.535099034
0.4,0.729980101
1.1,1.389483529
1.2,0.664854588
0.4,0.535099034
0.8,0.729980101
67.8,0.795266106
3.2,3.291609574
0.6,0.664854588
0.5,0.795266106
0.2,0.406027403
2,1.993856318
20.2,12.75423091
46.9,10.93988768
0.7,0.729980101
1.3,2.197127978
0.6,0.599893067
1.9,1.456181435
4.3,4.324497825
6.3,3.842420439
0.5,0.599893067
0.8,1.656992238
0.2,0.470475983
0.4,0.535099034
6.8,7.674168338
1.1,1.322910997
1.7,1.92628195
0.3,0.535099034
1.5,1.5230012
2,1.589939306
0.6,0.860709101
2.2,1.5230012
0.2,0.406027403
0.4,0.795266106
5.7,7.091996394
0.6,0.795266106
2.1,0.729980101
1.4,1.190156125
0.4,0.470475983
0.8,1.256467357
2.1,2.265056384
0.6,0.664854588
6.8,16.66987341
13.5,7.80179535
0.3,0.535099034
0.2,0.470475983
2,1.5230012
1.9,2.129282833
1.1,1.724156482
0.6,0.729980101
10.1,16.56263431
0.5,0.535099034
1.6,1.993856318
0.7,0.729980101
0.8,0.992052031
1.8,1.589939306
2.1,2.061524447
0.5,0.535099034
13,2.40114901
7.8,5.556575186
1.1,1.724156482
0.4,0.406027403
0.6,0.664854588
0.1,0.406027403
3.2,0.664854588
3,2.469306256
1.1,1.057944948
0.5,0.599893067
1.1,1.057944948
1.2,1.190156125
0.3,0.406027403
2.5,14.2965513
0.5,0.599893067
1.8,1.256467357
5.9,2.879583841
0.4,0.599893067
6.4,1.858804849
5.9,5.284339685
1.1,1.057944948
61.6,19.79199167
0.2,0.406027403
1.3,1.057944948
24.1,24.19954615
0.4,0.535099034
2,1.724156482
0.5,0.664854588
0.6,0.664854588
7.6,1.92628195
0.8,0.599893067
12.1,7.674168338
1.3,1.190156125
5.2,7.991963333
1.1,0.795266106
0.5,0.599893067
0.8,0.795266106
0.6,0.664854588
177,0.860709101
255.2,2.811062747
5.2,2.197127978
1.2,1.057944948
1.1,0.992052031
1.3,2.129282833
183.7,0.470475983
3.7,1.123980817
0.6,0.664854588
12,14.05540177
0.9,0.860709101
0.2,0.406027403
0.8,0.860709101
1.4,1.123980817
1.3,1.123980817
0.6,0.729980101
1.2,1.123980817
0.7,0.795266106
7.4,2.061524447
1.2,1.057944948
2.3,0.470475983
2.6,0.664854588
2.1,1.791428523
6.1,5.011047539
0.8,0.729980101
1.7,1.656992238
0.6,0.729980101
4.8,2.605825212
0.8,1.256467357
1.4,1.256467357
2.1,1.858804849
2,1.724156482
0.3,0.470475983
0.7,0.729980101
1.2,1.5230012
0.5,0.664854588
1.8,1.589939306
2.4,4.942582431
1.3,3.222848709
64.3,0.926305578
1,1.5230012
0.1,0.406027403
0.6,0.729980101
2.1,1.656992238
3.2,6.164247622
0.3,0.535099034
0.5,0.599893067
0.9,0.599893067
0.8,0.860709101
0.4,0.599893067
0.6,0.664854588
5,7.157283944
107.2,18.44401178
0.7,0.664854588
7.9,8.243049762
0.5,0.599893067
2,1.589939306
0.2,0.470475983
0.5,0.795266106
0.9,0.860709101
1.5,0.926305578
0.9,1.791428523
1,1.5230012
0.8,0.795266106
0.5,0.599893067
1.8,1.589939306
1.2,1.057944948
0.8,0.795266106
3.3,3.154119251
0.4,0.535099034
0.3,0.406027403
2.1,1.724156482
0.7,0.795266106
0.3,0.535099034
0.3,0.470475983
2.3,1.858804849
0.4,0.599893067
1.6,1.322910997
0.6,0.664854588
0.6,0.470475983
0.9,0.926305578
1.2,0.926305578
0.8,0.729980101
0.2,0.406027403
0.6,0.599893067
1.4,1.389483529
0.3,0.535099034
6,6.895291539
2.9,7.091996394
0.7,0.729980101
0.2,1.190156125
1.8,1.190156125
1.2,1.190156125
1.1,0.992052031
0.5,0.599893067
0.8,0.599893067
0.7,0.664854588
1.2,0.926305578
0.4,0.599893067
0.7,0.795266106
0.7,0.729980101
0.4,0.599893067
4.8,7.287422638
0.4,0.470475983
1.5,1.057944948
1.5,1.190156125
0.3,0.470475983
1.4,1.322910997
0.8,0.992052031
23.4,1.123980817
2.1,1.791428523
1,0.992052031
2.3,2.333064557
1.6,1.389483529
2.6,2.129282833
23.2,13.83032693
2.8,5.895089666
0.4,0.599893067
0.6,0.664854588
2.1,1.589939306
0.4,0.470475983
0.8,0.664854588
0.8,0.729980101
2.4,3.016768212
0.8,0.992052031
0.3,0.535099034
2.1,2.197127978
0.3,0.470475983
1.1,0.729980101
2.6,1.724156482
0.5,0.599893067
0.9,1.190156125
0.5,0.664854588
2.2,2.197127978
0.6,0.729980101
0.2,0.406027403
0.3,0.470475983
0.5,0.729980101
2.3,1.256467357
3.7,5.352505239
1.4,1.123980817
0.7,0.664854588
0.4,0.535099034
1.4,0.992052031
1.8,1.589939306
14,22.45035692
17.4,10.35501746
8.5,16.57079457
0.8,0.860709101
2.1,14.05540177
3.3,1.389483529
0.2,0.406027403
3.8,2.265056384
0.6,0.664854588
1,0.729980101
0.7,0.860709101
0.4,0.535099034
1.6,0.729980101
0.6,0.470475983
0.4,0.664854588
10.5,15.13961479
9,22.68565747
1.5,1.256467357
1.9,1.92628195
2.7,3.429211915
18.8,21.1345028
12.5,8.180549576
1.9,1.589939306
0.3,0.470475983
0.9,0.860709101
8.3,5.556575186
1.6,0.599893067
1.8,1.656992238
5.3,4.668247275
