"[,1]",
ME,0
MAE,0.23
MSE,0.74
RMSE,0.86
NRMSE,25.10%
PBIAS,0.00%
RSR,0.25
rSD,0.94
NSE,0.94
mNSE,0.88
rNSE,0.99
d,0.98
md,0.94
rd,1
cp,0.97
r,0.97
R2,0.94
bR2,0.89
KGE,0.93
VE,0.92
