"[,1]",
ME,-0.13
MAE,0.4
MSE,3
RMSE,1.73
NRMSE,50.70%
PBIAS,-4.50%
RSR,0.51
rSD,0.74
NSE,0.74
mNSE,0.79
rNSE,0.97
d,0.91
md,0.89
rd,0.99
cp,0.87
r,0.87
R2,0.76
bR2,0.59
KGE,0.71
VE,0.86
