"[,1]",
ME,-0.03
MAE,3.56
MSE,342.37
RMSE,18.5
NRMSE,51.60%
PBIAS,-0.50%
RSR,0.52
rSD,0.7
NSE,0.73
mNSE,0.63
rNSE,-0.3
d,0.9
md,0.81
rd,0.52
cp,0.86
r,0.87
R2,0.76
bR2,0.48
KGE,0.68
VE,0.47
