"[,1]",
ME,0.01
MAE,0.14
MSE,0.19
RMSE,0.44
NRMSE,13.60%
PBIAS,0.20%
RSR,0.14
rSD,0.97
NSE,0.98
mNSE,0.93
rNSE,0.99
d,1
md,0.96
rd,1
cp,0.99
r,0.99
R2,0.98
bR2,0.96
KGE,0.97
VE,0.95
