"[,1]",
ME,0
MAE,0.19
MSE,0.35
RMSE,0.59
NRMSE,18.40%
PBIAS,0.00%
RSR,0.18
rSD,0.96
NSE,0.97
mNSE,0.9
rNSE,0.99
d,0.99
md,0.95
rd,1
cp,0.98
r,0.98
R2,0.97
bR2,0.93
KGE,0.95
VE,0.93
