"[,1]",
ME,-4.51
MAE,5.16
MSE,1223.22
RMSE,34.97
NRMSE,97.60%
PBIAS,-66.70%
RSR,0.98
rSD,0.1
NSE,0.05
mNSE,0.46
rNSE,0.98
d,0.15
md,0.66
rd,0.98
cp,0.49
r,0.35
R2,0.13
bR2,0.01
KGE,-0.29
VE,0.24
