"[,1]",
ME,0
MAE,0.27
MSE,0.32
RMSE,0.56
NRMSE %,1.6
PBIAS %,0
RSR,0.02
rSD,1
NSE,1
mNSE,0.97
rNSE,1
d,1
md,0.99
rd,1
cp,1
r,1
R2,1
bR2,1
KGE,1
VE,0.96
