"[,1]",
ME,-4.54
MAE,5.24
MSE,1246.99
RMSE,35.31
NRMSE,97.40%
PBIAS,-66.20%
RSR,0.97
rSD,0.11
NSE,0.05
mNSE,0.46
rNSE,0.98
d,0.16
md,0.66
rd,0.99
cp,0.53
r,0.36
R2,0.13
bR2,0.01
KGE,-0.28
VE,0.24
