"[,1]",
ME,0
MAE,6.07
MSE,721.12
RMSE,26.85
NRMSE,74.10%
PBIAS,0.00%
RSR,0.74
rSD,0.52
NSE,0.45
mNSE,0.38
rNSE,0.62
d,0.73
md,0.67
rd,0.81
cp,0.73
r,0.69
R2,0.48
bR2,0.18
KGE,0.43
VE,0.12
