"[,1]",
ME,-0.03
MAE,3.57
MSE,274.09
RMSE,16.56
NRMSE,45.70%
PBIAS,-0.50%
RSR,0.46
rSD,0.69
NSE,0.79
mNSE,0.63
rNSE,0.53
d,0.92
md,0.81
rd,0.83
cp,0.9
r,0.92
R2,0.85
bR2,0.54
KGE,0.68
VE,0.48
