"[,1]",
ME,0.08
MAE,5.3
MSE,654.42
RMSE,25.58
NRMSE,71.40%
PBIAS,1.10%
RSR,0.71
rSD,0.61
NSE,0.49
mNSE,0.45
rNSE,0.68
d,0.77
md,0.7
rd,0.86
cp,0.73
r,0.71
R2,0.5
bR2,0.23
KGE,0.51
VE,0.22
