"[,1]",
ME,-0.14
MAE,0.44
MSE,2.65
RMSE,1.63
NRMSE,50.60%
PBIAS,-5.10%
RSR,0.51
rSD,0.74
NSE,0.74
mNSE,0.76
rNSE,0.96
d,0.91
md,0.88
rd,0.98
cp,0.87
r,0.87
R2,0.77
bR2,0.59
KGE,0.7
VE,0.84
