"[,1]",
ME,0
MAE,4.38
MSE,546.17
RMSE,23.37
NRMSE,65.20%
PBIAS,0.00%
RSR,0.65
rSD,0.74
NSE,0.57
mNSE,0.54
rNSE,0.7
d,0.84
md,0.75
rd,0.89
cp,0.77
r,0.76
R2,0.57
bR2,0.33
KGE,0.64
VE,0.35
