"[,1]",
ME,0
MAE,0.06
MSE,0.01
RMSE,0.09
NRMSE %,2.7
PBIAS %,0
RSR,0.03
rSD,1
NSE,1
mNSE,0.97
rNSE,1
d,1
md,0.98
rd,1
cp,1
r,1
R2,1
bR2,1
KGE,1
VE,0.98
