"[,1]",
ME,0
MAE,2.14
MSE,86.46
RMSE,9.3
NRMSE,25.60%
PBIAS,-0.10%
RSR,0.26
rSD,0.93
NSE,0.93
mNSE,0.78
rNSE,0.68
d,0.98
md,0.88
rd,0.91
cp,0.97
r,0.97
R2,0.94
bR2,0.85
KGE,0.92
VE,0.69
