"[,1]",
ME,-0.03
MAE,1.45
MSE,86.24
RMSE,9.29
NRMSE,25.60%
PBIAS,-0.40%
RSR,0.26
rSD,0.85
NSE,0.93
mNSE,0.85
rNSE,0.99
d,0.98
md,0.93
rd,1
cp,0.97
r,0.97
R2,0.95
bR2,0.79
KGE,0.85
VE,0.79
