Actual Train,Predicted Train
1,0.714464789
0.6,0.53202503
0.7,0.671941462
0.3,0.375974882
0.7,0.537644383
0.3,0.418783397
0.7,0.636450861
1.2,0.927042884
3,3.613490168
1.2,1.286669157
1.2,1.725269237
14.1,9.060215707
3,2.593076918
0.5,0.477679761
0.7,0.753068679
0.8,0.643226219
0.5,0.430863203
1.2,2.166435508
8.7,12.98210896
0.8,0.955228913
2,0.041141019
2,1.660414917
1.3,1.401952551
1.8,1.595547909
8.3,7.100311023
2.7,6.619085793
4.5,13.06650824
1.9,1.408381012
0.3,0.376000968
0.6,0.616301743
0.7,0.938453492
0.8,0.944577503
1.4,2.551155407
1.1,1.141090815
18.3,14.60416459
1.5,1.542701654
1,1.097611807
4,5.804741307
0.5,0.467092718
0.4,0.418783397
1.7,1.007674521
0.4,0.428374557
0.8,0.81436983
4.2,3.283668257
0.6,0.495159424
16.3,24.78570221
4.1,8.842681662
0.4,0.461853779
0.5,0.57710679
4.5,4.085255608
1,0.643252305
1,0.695239588
0.7,0.725724532
1.7,1.921753379
0.3,0.418757311
0.6,0.670272324
1.7,1.661116917
0.9,0.712029459
8.1,15.62920728
1.1,0.699403654
10.1,34.77398184
1.2,0.953545796
0.3,0.376000968
0.6,-0.254328525
4.5,7.562543744
0.8,0.665189971
0.8,0.610299033
0.4,0.505674104
2.1,1.843120492
5.8,6.180180795
2.4,2.444286757
0.6,0.616301743
4.3,7.648899604
0.6,0.53202503
0.7,0.671941462
0.8,1.649440714
0.9,0.891083639
0.5,0.376000968
3.8,5.768812661
46.2,37.06725945
45.4,31.352955
7.5,27.3339582
0.6,0.560088753
0.2,0.376000968
0.4,0.526491918
0.5,0.42336773
0.4,0.376000968
100.9,63.59494806
0.2,0.332322858
0.1,0.41907135
12,27.52008304
14.3,25.53127985
1,1.071321633
1.6,0.142706914
5,8.054820062
0.5,0.489665656
5.4,3.074923246
1.9,2.677132009
0.1,0.376000968
0.6,0.666524652
0.2,0.376000968
0.8,0.671941462
0.8,0.665703224
0.8,0.919902476
1.7,1.37576285
12.3,12.97115726
1.9,1.890728708
1.3,0.948543974
2.4,2.25344657
0.1,0.332322858
1,0.647836638
0.5,0.473095428
1.3,1.051084042
3.7,3.770045289
2.2,1.618071465
2.6,2.724632394
19.6,19.80650498
0.4,0.418783397
1,0.844131314
0.5,0.380585301
0.2,0.376000968
0.6,0.735856239
0.3,0.407706939
3.9,3.967038258
0.9,1.517205858
11.3,7.824850123
0.8,0.806229273
0.8,1.980706542
0.2,0.375974882
0.3,0.386588012
0.4,0.478063118
0.4,0.542872383
0.3,0.412780687
1.2,1.37629411
1.7,2.470724478
0.2,0.380585301
1.1,1.010820151
32.7,27.62013126
0.4,0.616301743
0.2,0.375974882
1,2.292258836
0.8,1.34323601
0.6,0.478063118
0.6,0.57710679
2.1,1.052479023
1.9,-4.65535279
2.4,2.234231762
0.8,0.626888787
0.8,0.636610224
1.5,2.85441366
0.9,0.783612364
0.6,0.53202503
0.2,0.380942572
32.4,95.21098789
33.3,62.94028582
23.8,35.04108819
2.7,-0.005906643
0.8,0.663401423
5.7,45.09498847
2.2,2.178160238
0.8,0.69025657
1.2,0.867025452
1.7,3.267510749
1.3,1.40656297
0.8,0.67481744
1.3,1.043360887
0.8,0.616301743
2,0.741732308
1.8,2.127585238
1.8,2.209385327
20.8,20.98412529
1.4,1.331994028
32.1,64.11496328
0.9,0.696880645
2.2,1.732740601
2.1,1.851534411
1,1.064616692
6.3,7.09672298
2.2,1.081603359
0.3,1.756194611
2.6,1.990910154
0.6,1.579793594
659.4,313.83063
0.9,0.699403654
2.3,1.838419858
1.6,1.240947816
0.7,0.644727086
0.6,0.561415971
0.2,0.376000968
30.5,122.0018992
0.3,0.407706939
0.4,0.423751087
3,1.86044718
1.4,0.403935113
0.9,0.911388095
0.7,0.739873591
0.8,0.927042884
5.4,6.061375521
44.1,35.92016613
0.4,0.408848099
82,70.98311605
1.9,1.202478757
0.8,0.140628921
0.6,0.543627568
1.6,2.044082701
0.2,-0.019487943
0.5,0.599964025
0.6,0.663401423
6.4,4.274532173
1.9,1.679894965
1.9,3.579382716
4.1,3.828894202
1.5,1.308782272
2.4,-1.339246714
0.7,0.707352814
0.6,0.67481744
1.2,1.488136857
0.4,0.376000968
1,0.784871209
6.1,5.048068693
2.5,1.943948916
98.4,162.5433232
0.4,0.376000968
1.1,1.008176745
0.6,0.57710679
13.8,29.0344893
0.2,0.36606567
3.2,3.43302263
28.3,64.45533541
0.9,0.774073179
2.6,-0.672353831
0.3,0.380585301
0.7,0.799717193
0.6,0.082624861
1.5,1.169813535
1.3,0.991275142
1.5,2.938479334
1,2.289282173
2.7,5.992831231
0.9,0.911388095
0.1,0.445903859
0.7,1.11221117
0.6,0.564603706
1,0.912712725
2.8,4.555542782
1.3,0.784853878
0.7,0.69877397
20.5,41.41443367
1.3,1.060378924
0.7,1.449583983
1.9,1.469281353
0.5,0.483682471
1.4,1.037476783
0.2,0.376000968
1.4,1.097611807
12.9,38.08843048
6.3,3.422698958
1.5,1.463356311
5.6,17.11722983
1,1.473945308
6.2,4.367459287
0.5,0.563731001
1.4,0.714226798
1,3.403531215
0.3,0.418757311
1.8,0.797916647
0.6,0.513350693
0.9,0.653839348
0.9,0.966977947
18.5,13.9448595
3.2,3.209512141
0.2,0.375974882
3.9,2.916665176
3.7,3.23246373
5.9,2.617350968
1.5,1.137281972
0.6,0.610299033
0.5,0.491360588
0.8,1.463358264
0.9,0.680794064
1.2,0.85684548
8.5,5.532757078
0.8,0.478063118
1.2,1.30223239
6.4,7.85320784
1.2,1.636794828
0.5,0.665189971
2.8,2.232796326
0.3,-0.811879804
130.2,203.3786146
10.6,17.47973677
0.4,0.518177188
0.6,0.418783397
0.9,0.911388095
1.6,1.570751413
10.9,17.66540945
0.6,0.53202503
0.5,0.53202503
1.9,1.342301154
0.4,0.418757311
0.6,0.478063118
72.1,116.438579
0.9,0.849707226
1.5,1.241891383
3.4,2.516265817
0.6,0.638462239
1.5,1.033277791
0.7,0.616301743
20.5,13.90337504
0.3,0.418757311
4.4,10.10530553
1.1,0.887248569
0.9,1.152805906
0.9,0.787715234
1,0.834292944
3.8,3.966830754
0.8,1.126694929
0.6,0.767215255
0.4,0.473095428
1.1,0.742489093
2,1.29251464
0.5,0.46316013
1.2,0.837780351
0.7,0.660297596
0.4,0.545009697
0.8,0.616301743
7.6,8.217232541
0.7,1.332749687
1,0.977473088
0.6,0.634917205
3.6,2.730002935
0.6,0.616301743
1.5,0.834292944
1,0.974102815
1,1.822369621
46.9,54.91637404
1.3,1.495695965
0.1,0.376000968
0.6,0.53202503
6.8,4.02776627
0.7,0.531998943
0.6,0.558763311
1,0.894805043
3.9,3.889436865
0.8,0.847527141
0.4,0.418783397
0.4,0.423751087
0.9,0.817708215
1.3,1.127861964
16.1,-13.9718068
0.7,0.766824152
5.6,9.583871049
0.1,0.376000968
11.9,22.68926513
1.5,1.143141889
3.3,4.961320617
0.8,0.767664546
1.5,0.977128902
2.2,9.100483123
1.8,1.627628138
0.7,2.571352396
14.4,12.10657951
11.9,33.30178223
122.4,134.3665527
1,0.648871659
1,1.421493597
100.2,82.34474443
2.3,2.176317924
1.5,1.581837936
1.5,1.457347131
0.5,0.418783397
0.6,0.53202503
2.1,2.368040928
0.7,0.507213368
0.6,0.560088753
7,5.789914471
0.6,1.130025941
2.6,2.825042467
0.6,0.53202503
1.5,0.626888787
11,19.58575475
1.4,1.168300432
5.3,55.77697193
0.3,0.418783397
0.8,0.643252305
15.7,29.95431651
0.2,0.332322858
3,2.385356412
0.4,0.42937044
1.1,1.119790951
5.9,14.48772024
6.8,-2.072554745
2,1.951573657
15.8,22.02912376
3.3,3.26601642
0.8,0.969823211
265.3,247.9510763
3.5,2.622327244
1.5,1.284376383
27.4,126.8924383
9.2,11.70417419
1.9,6.580989991
2.6,10.6090394
3.4,5.723038634
0.3,0.418783397
2.3,2.386928766
2.1,5.034852052
0.7,0.599921947
0.6,0.539533836
0.7,0.69877397
1.2,1.053174731
2,1.888692176
0.6,0.473095428
0.3,0.376000968
10.1,16.63549045
2.3,1.462896346
1,1.199956731
0.6,0.504801399
0.6,0.714104555
0.9,-0.008370947
0.8,1.000727154
