"[,1]",
ME,0
MAE,2.95
MSE,327.6
RMSE,18.1
NRMSE,49.90%
PBIAS,0.00%
RSR,0.5
rSD,0.74
NSE,0.75
mNSE,0.7
rNSE,0.96
d,0.91
md,0.85
rd,0.99
cp,0.88
r,0.88
R2,0.77
bR2,0.51
KGE,0.71
VE,0.57
