"[,1]",
ME,0
MAE,0.13
MSE,0.17
RMSE,0.41
NRMSE,12.10%
PBIAS,-0.20%
RSR,0.12
rSD,0.95
NSE,0.99
mNSE,0.93
rNSE,1
d,1
md,0.96
rd,1
cp,0.99
r,0.99
R2,0.99
bR2,0.95
KGE,0.95
VE,0.95
